,DAY,SKU,Location,Alley,AlleyCell,Max,Min,WEEK-1,WEEK-2,WEEK-3,WEEK-4,WEEK-5,Capacity
4971,THU,304995,A0529404,A05,A0529,84.0,63.0,1.0,0.0,0.0,0.0,0.0,21
4972,THU,305011,A0320408,A03,A0320,80.0,60.0,0.0,0.0,1.0,0.0,0.0,20
4973,THU,305125,A0236107,A02,A0236,32.0,24.0,1.0,0.0,1.0,0.0,0.0,8
4974,THU,305126,A0236405,A02,A0236,80.0,60.0,0.0,0.0,1.0,0.0,0.0,20
4975,THU,305325,B0301304,B03,B0301,100.0,50.0,0.0,1.0,0.0,0.0,0.0,50
4976,THU,305388,A0730102,A07,A0730,0.0,0.0,1.0,6.0,3.0,11.0,0.0,1
4977,THU,305596,A0427503,A04,A0427,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
4978,THU,305597,A0427404,A04,A0427,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
4979,THU,305599,A0424502,A04,A0424,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
4980,THU,305600,A0430203,A04,A0430,800.0,600.0,1.0,1.0,0.0,0.0,0.0,200
4981,THU,305605,A0332102,A03,A0332,300.0,225.0,0.0,1.0,0.0,0.0,0.0,75
4982,THU,305608,A0309206,A03,A0309,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
4983,THU,305618,A0428201,A04,A0428,800.0,600.0,0.0,2.0,2.0,0.0,0.0,200
4984,THU,305620,A0424403,A04,A0424,800.0,600.0,3.0,5.0,3.0,2.0,0.0,200
4985,THU,305769,A0935504,A09,A0935,360.0,270.0,1.0,0.0,1.0,0.0,0.0,90
4986,THU,305770,A0929504,A09,A0929,500.0,375.0,0.0,0.0,1.0,0.0,0.0,125
4987,THU,305795,A0732201,A07,A0732,0.0,0.0,3.0,0.0,4.0,0.0,0.0,1
4988,THU,306453,A0926503,A09,A0926,1200.0,900.0,1.0,1.0,0.0,2.0,0.0,300
4989,THU,306603,A0639401,A06,A0639,48.0,36.0,1.0,0.0,1.0,0.0,0.0,12
4990,THU,306731,A0718204,A07,A0718,180.0,135.0,1.0,2.0,1.0,1.0,0.0,45
4991,THU,307011,A0117501,A01,A0117,80.0,60.0,0.0,1.0,0.0,0.0,0.0,20
4992,THU,307109,A0316506,A03,A0316,800.0,600.0,1.0,0.0,0.0,0.0,0.0,200
4993,THU,307842,A1039202,A10,A1039,10.0,8.0,0.0,1.0,4.0,1.0,0.0,2
4994,THU,308047,A0824204,A08,A0824,4000.0,3000.0,0.0,0.0,1.0,0.0,0.0,1000
4995,THU,308048,A0911404,A09,A0911,3200.0,2400.0,2.0,3.0,1.0,0.0,0.0,800
4996,THU,308049,A0912102,A09,A0912,3200.0,2400.0,0.0,0.0,0.0,1.0,0.0,800
4997,THU,308056,A1029501,A10,A1029,3200.0,2400.0,0.0,1.0,0.0,0.0,0.0,800
4998,THU,308057,A0903504,A09,A0903,800.0,600.0,0.0,1.0,2.0,0.0,0.0,200
4999,THU,308519,A0520203,A05,A0520,0.0,0.0,2.0,12.0,5.0,1.0,0.0,1
5000,THU,308553,A0210402,A02,A0210,320.0,240.0,0.0,0.0,0.0,1.0,0.0,80
5001,THU,308974,A0818303,A08,A0818,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
5002,THU,309237,A1027301,A10,A1027,480.0,360.0,1.0,4.0,3.0,1.0,0.0,120
5003,THU,309244,A1024104,A10,A1024,480.0,360.0,0.0,1.0,2.0,2.0,0.0,120
5004,THU,309462,A1107203,A11,A1107,10.0,8.0,6.0,6.0,0.0,6.0,0.0,2
5005,THU,309463,A0844103,A08,A0844,10.0,8.0,0.0,1.0,0.0,0.0,0.0,2
5006,THU,309529,A0426203,A04,A0426,240.0,180.0,1.0,0.0,0.0,0.0,0.0,60
5007,THU,309979,A0621401,A06,A0621,96.0,72.0,0.0,1.0,0.0,0.0,0.0,24
5008,THU,310263,A0530202,A05,A0530,240.0,180.0,1.0,0.0,0.0,2.0,0.0,60
5009,THU,310265,A0638502,A06,A0638,96.0,72.0,0.0,1.0,0.0,0.0,0.0,24
5010,THU,310267,A0631101,A06,A0631,96.0,72.0,0.0,1.0,0.0,0.0,0.0,24
5011,THU,310670,A0602301,A06,A0602,96.0,72.0,1.0,0.0,3.0,0.0,0.0,24
5012,THU,310751,A0828204,A08,A0828,10.0,8.0,14.0,5.0,4.0,1.0,0.0,2
5013,THU,311049,A0209503,A02,A0209,800.0,600.0,0.0,1.0,1.0,0.0,0.0,200
5014,THU,311341,A0618202,A06,A0618,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1
5015,THU,311355,A0814101,A08,A0814,45.0,34.0,0.0,0.0,0.0,2.0,0.0,11
5016,THU,311642,A0411503,A04,A0411,75.0,56.0,0.0,0.0,2.0,0.0,0.0,19
5017,THU,311655,A1008401,A10,A1008,800.0,600.0,0.0,10.0,4.0,2.0,0.0,200
5018,THU,311657,A1006204,A10,A1006,800.0,600.0,0.0,2.0,4.0,0.0,0.0,200
5019,THU,311658,A1001502,A10,A1001,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1
5020,THU,311661,A1005303,A10,A1005,1200.0,900.0,0.0,1.0,2.0,0.0,0.0,300
5021,THU,311662,A1005201,A10,A1005,1200.0,900.0,0.0,7.0,3.0,0.0,0.0,300
5022,THU,311664,A1002202,A10,A1002,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1
5023,THU,311667,A1008404,A10,A1008,120.0,90.0,0.0,1.0,0.0,0.0,0.0,30
5024,THU,311668,A0916402,A09,A0916,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1
5025,THU,311670,A1008403,A10,A1008,83.0,62.0,0.0,3.0,2.0,0.0,0.0,21
5026,THU,311671,A1009304,A10,A1009,275.0,206.0,2.0,1.0,2.0,0.0,0.0,69
5027,THU,311672,A1008501,A10,A1008,109.0,82.0,6.0,0.0,0.0,0.0,0.0,27
5028,THU,311674,A0933101,A09,A0933,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5029,THU,311677,A1106104,A11,A1106,55.0,41.0,1.0,2.0,0.0,0.0,0.0,14
5030,THU,312496,A0727404,A07,A0727,60.0,45.0,0.0,1.0,0.0,0.0,0.0,15
5031,THU,312497,A0733401,A07,A0733,100.0,75.0,2.0,0.0,0.0,0.0,0.0,25
5032,THU,313556,A0629401,A06,A0629,240.0,180.0,0.0,0.0,1.0,0.0,0.0,60
5033,THU,313599,A0604404,A06,A0604,72.0,54.0,0.0,1.0,0.0,0.0,0.0,18
5034,THU,314093,A0319307,A03,A0319,184.0,138.0,0.0,0.0,1.0,0.0,0.0,46
5035,THU,314139,A0539301,A05,A0539,216.0,162.0,0.0,0.0,1.0,0.0,0.0,54
5036,THU,314141,A0727502,A07,A0727,102.0,77.0,1.0,1.0,8.0,3.0,0.0,25
5037,THU,314571,A0637304,A06,A0637,420.0,315.0,0.0,0.0,0.0,2.0,0.0,105
5038,THU,314574,A0637402,A06,A0637,256.0,192.0,0.0,0.0,0.0,7.0,0.0,64
5039,THU,314575,A0706304,A07,A0706,288.0,216.0,0.0,1.0,0.0,2.0,0.0,72
5040,THU,314698,A0701302,A07,A0701,256.0,192.0,1.0,1.0,0.0,1.0,0.0,64
5041,THU,314699,A0635203,A06,A0635,366.0,275.0,0.0,0.0,2.0,0.0,0.0,91
5042,THU,315206,A0728203,A07,A0728,96.0,72.0,1.0,0.0,7.0,4.0,0.0,24
5043,THU,315252,A1021401,A10,A1021,1800.0,1350.0,0.0,0.0,1.0,1.0,0.0,450
5044,THU,315314,A0305102,A03,A0305,144.0,108.0,1.0,4.0,3.0,10.0,0.0,36
5045,THU,315382,A0605301,A06,A0605,160.0,120.0,0.0,0.0,1.0,0.0,0.0,40
5046,THU,315697,A0535504,A05,A0535,160.0,120.0,1.0,0.0,0.0,0.0,0.0,40
5047,THU,315699,A0604201,A06,A0604,96.0,72.0,0.0,0.0,0.0,3.0,0.0,24
5048,THU,315716,A1021501,A10,A1021,4000.0,3000.0,0.0,0.0,0.0,1.0,0.0,1000
5049,THU,315720,A0912302,A09,A0912,3200.0,2400.0,0.0,0.0,0.0,1.0,0.0,800
5050,THU,315723,A0917501,A09,A0917,3200.0,2400.0,0.0,0.0,2.0,1.0,0.0,800
5051,THU,315913,A0541102,A05,A0541,120.0,90.0,1.0,1.0,0.0,0.0,0.0,30
5052,THU,316445,A0701102,A07,A0701,192.0,144.0,0.0,1.0,0.0,0.0,0.0,48
5053,THU,316455,A0736404,A07,A0736,288.0,216.0,0.0,0.0,2.0,0.0,0.0,72
5054,THU,318127,A0934403,A09,A0934,600.0,450.0,0.0,0.0,0.0,1.0,0.0,150
5055,THU,318155,A0923401,A09,A0923,600.0,450.0,0.0,1.0,0.0,0.0,0.0,150
5056,THU,318212,A0723303,A07,A0723,0.0,0.0,1.0,2.0,7.0,1.0,0.0,1
5057,THU,318273,A0904102,A09,A0904,400.0,300.0,0.0,0.0,0.0,1.0,0.0,100
5058,THU,318275,A0908403,A09,A0908,816.0,612.0,0.0,2.0,0.0,1.0,0.0,204
5059,THU,318276,A0921504,A09,A0921,240.0,180.0,1.0,0.0,1.0,0.0,0.0,60
5060,THU,318334,A0403301,A04,A0403,320.0,240.0,0.0,1.0,0.0,0.0,0.0,80
5061,THU,318416,A0219504,A02,A0219,150.0,113.0,1.0,1.0,0.0,0.0,0.0,37
5062,THU,318538,A0102202,A01,A0102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5063,THU,318539,A0104502,A01,A0104,72.0,54.0,0.0,0.0,1.0,0.0,0.0,18
5064,THU,318840,A0728502,A07,A0728,384.0,288.0,0.0,0.0,1.0,0.0,0.0,96
5065,THU,319189,A0102104,A01,A0102,144.0,108.0,1.0,0.0,0.0,0.0,0.0,36
5066,THU,319284,A0619401,A06,A0619,285.0,214.0,1.0,1.0,0.0,0.0,0.0,71
5067,THU,319330,A1032302,A10,A1032,10.0,8.0,3.0,0.0,4.0,0.0,0.0,2
5068,THU,319336,A1034502,A10,A1034,10.0,8.0,20.0,8.0,4.0,4.0,0.0,2
5069,THU,319477,A0214502,A02,A0214,99.0,74.0,0.0,1.0,1.0,1.0,0.0,25
5070,THU,319481,A0214104,A02,A0214,200.0,150.0,0.0,1.0,0.0,0.0,0.0,50
5071,THU,320616,A0444202,A04,A0444,240.0,180.0,0.0,0.0,1.0,0.0,0.0,60
5072,THU,320648,A0605304,A06,A0605,96.0,72.0,3.0,2.0,0.0,1.0,0.0,24
5073,THU,321111,A0422504,A04,A0422,100.0,75.0,0.0,0.0,0.0,1.0,0.0,25
5074,THU,321115,A0430101,A04,A0430,168.0,126.0,2.0,0.0,2.0,1.0,0.0,42
5075,THU,321564,A0742203,A07,A0742,60.0,45.0,0.0,3.0,0.0,0.0,0.0,15
5076,THU,321566,A0738202,A07,A0738,140.0,105.0,0.0,1.0,0.0,0.0,0.0,35
5077,THU,321567,A0742103,A07,A0742,60.0,45.0,2.0,1.0,5.0,0.0,0.0,15
5078,THU,321568,A0742101,A07,A0742,60.0,45.0,0.0,0.0,1.0,0.0,0.0,15
5079,THU,321569,A0742104,A07,A0742,60.0,45.0,1.0,3.0,3.0,0.0,0.0,15
5080,THU,321571,A0742204,A07,A0742,120.0,90.0,1.0,0.0,4.0,0.0,0.0,30
5081,THU,321572,A0542302,A05,A0542,42.0,32.0,0.0,1.0,0.0,1.0,0.0,10
5082,THU,321597,A0406303,A04,A0406,144.0,108.0,0.0,1.0,0.0,1.0,0.0,36
5083,THU,321842,A0235502,A02,A0235,96.0,72.0,0.0,0.0,0.0,1.0,0.0,24
5084,THU,322030,A0619502,A06,A0619,173.0,130.0,0.0,1.0,0.0,0.0,0.0,43
5085,THU,322055,A0730502,A07,A0730,150.0,113.0,1.0,0.0,3.0,7.0,0.0,37
5086,THU,322408,A0724401,A07,A0724,500.0,375.0,0.0,1.0,0.0,2.0,0.0,125
5087,THU,322431,A0939104,A09,A0939,1200.0,900.0,1.0,0.0,1.0,0.0,0.0,300
5088,THU,322437,A0917402,A09,A0917,1200.0,900.0,1.0,0.0,1.0,0.0,0.0,300
5089,THU,322438,A0917503,A09,A0917,1200.0,900.0,1.0,0.0,1.0,2.0,0.0,300
5090,THU,322439,A0918401,A09,A0918,1200.0,900.0,7.0,8.0,9.0,3.0,0.0,300
5091,THU,322440,A0919101,A09,A0919,0.0,0.0,4.0,2.0,6.0,2.0,0.0,1
5092,THU,322441,A0919303,A09,A0919,1200.0,900.0,0.0,0.0,2.0,0.0,0.0,300
5093,THU,322442,A0919404,A09,A0919,1200.0,900.0,0.0,0.0,1.0,0.0,0.0,300
5094,THU,322443,A0920401,A09,A0920,1200.0,900.0,0.0,0.0,0.0,1.0,0.0,300
5095,THU,322445,A0912103,A09,A0912,1200.0,900.0,1.0,1.0,0.0,1.0,0.0,300
5096,THU,322446,A0922204,A09,A0922,1200.0,900.0,1.0,2.0,3.0,0.0,0.0,300
5097,THU,322449,A0922403,A09,A0922,1200.0,900.0,1.0,1.0,0.0,0.0,0.0,300
5098,THU,322451,A0938104,A09,A0938,1200.0,900.0,0.0,0.0,0.0,1.0,0.0,300
5099,THU,322453,A0940502,A09,A0940,1200.0,900.0,1.0,0.0,0.0,0.0,0.0,300
5100,THU,323647,A0741502,A07,A0741,100.0,75.0,0.0,1.0,0.0,0.0,0.0,25
5101,THU,323661,A0316302,A03,A0316,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5102,THU,323664,A0304503,A03,A0304,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
5103,THU,324655,A0615304,A06,A0615,90.0,68.0,0.0,1.0,0.0,0.0,0.0,22
5104,THU,324829,B0302506,B03,B0302,6.0,3.0,0.0,0.0,2.0,0.0,0.0,3
5105,THU,325008,A0327506,A03,A0327,160.0,120.0,1.0,0.0,1.0,0.0,0.0,40
5106,THU,325027,A0715203,A07,A0715,80.0,60.0,3.0,1.0,0.0,0.0,0.0,20
5107,THU,325028,A0715202,A07,A0715,240.0,180.0,4.0,2.0,1.0,0.0,0.0,60
5108,THU,325033,A0716402,A07,A0716,240.0,180.0,1.0,0.0,0.0,0.0,0.0,60
5109,THU,325293,A0634301,A06,A0634,96.0,72.0,0.0,0.0,1.0,0.0,0.0,24
5110,THU,325499,B0311405,B03,B0311,200.0,100.0,1.0,0.0,0.0,0.0,0.0,100
5111,THU,325503,A1034301,A10,A1034,10.0,8.0,2.0,2.0,0.0,0.0,0.0,2
5112,THU,325508,A1028301,A10,A1028,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
5113,THU,325560,A0336101,A03,A0336,800.0,600.0,0.0,2.0,2.0,2.0,0.0,200
5114,THU,325562,A0414504,A04,A0414,800.0,600.0,1.0,1.0,0.0,0.0,0.0,200
5115,THU,325564,A0414403,A04,A0414,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
5116,THU,325565,A0410204,A04,A0410,800.0,600.0,2.0,3.0,0.0,0.0,0.0,200
5117,THU,325566,A0411304,A04,A0411,800.0,600.0,1.0,1.0,0.0,0.0,0.0,200
5118,THU,325568,A0412304,A04,A0412,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5119,THU,325570,A0308202,A03,A0308,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5120,THU,325571,A0412104,A04,A0412,800.0,600.0,1.0,0.0,0.0,0.0,0.0,200
5121,THU,325580,A0631401,A06,A0631,120.0,90.0,0.0,0.0,0.0,1.0,0.0,30
5122,THU,325667,A0408504,A04,A0408,320.0,240.0,1.0,0.0,0.0,0.0,0.0,80
5123,THU,325698,A0728503,A07,A0728,96.0,72.0,2.0,0.0,1.0,0.0,0.0,24
5124,THU,325699,A0728501,A07,A0728,160.0,120.0,0.0,1.0,0.0,0.0,0.0,40
5125,THU,325701,A0535203,A05,A0535,160.0,120.0,0.0,1.0,1.0,0.0,0.0,40
5126,THU,325908,A0222402,A02,A0222,120.0,90.0,1.0,0.0,1.0,1.0,0.0,30
5127,THU,325910,A0424404,A04,A0424,533.0,400.0,2.0,0.0,2.0,0.0,0.0,133
5128,THU,325912,A0408101,A04,A0408,144.0,108.0,0.0,0.0,1.0,0.0,0.0,36
5129,THU,326135,A0741203,A07,A0741,72.0,54.0,1.0,1.0,6.0,6.0,0.0,18
5130,THU,326180,A0745303,A07,A0745,80.0,60.0,2.0,5.0,4.0,1.0,0.0,20
5131,THU,326259,A0723504,A07,A0723,0.0,0.0,0.0,5.0,3.0,2.0,0.0,1
5132,THU,326280,A0608404,A06,A0608,224.0,168.0,1.0,0.0,0.0,0.0,0.0,56
5133,THU,326514,A0236502,A02,A0236,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5134,THU,326522,A0238204,A02,A0238,800.0,600.0,0.0,1.0,1.0,1.0,0.0,200
5135,THU,326739,A0705402,A07,A0705,126.0,95.0,0.0,0.0,1.0,0.0,0.0,31
5136,THU,326996,A0625503,A06,A0625,54.0,41.0,1.0,0.0,1.0,0.0,0.0,13
5137,THU,327051,A0235303,A02,A0235,140.0,105.0,1.0,0.0,0.0,0.0,0.0,35
5138,THU,327302,A0429201,A04,A0429,96.0,72.0,0.0,0.0,3.0,1.0,0.0,24
5139,THU,327309,A0619103,A06,A0619,80.0,60.0,1.0,0.0,0.0,0.0,0.0,20
5140,THU,327571,A0316406,A03,A0316,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5141,THU,327646,A0941303,A09,A0941,360.0,270.0,0.0,1.0,2.0,0.0,0.0,90
5142,THU,327693,A0316508,A03,A0316,800.0,600.0,3.0,0.0,4.0,0.0,0.0,200
5143,THU,328012,A0643402,A06,A0643,40.0,30.0,0.0,0.0,1.0,0.0,0.0,10
5144,THU,328299,A0117404,A01,A0117,800.0,600.0,0.0,0.0,1.0,1.0,0.0,200
5145,THU,328841,A0117304,A01,A0117,242.0,182.0,1.0,0.0,0.0,0.0,0.0,60
5146,THU,329164,A0633504,A06,A0633,144.0,108.0,1.0,0.0,0.0,0.0,0.0,36
5147,THU,329166,A0810202,A08,A0810,10.0,8.0,1.0,1.0,0.0,0.0,0.0,2
5148,THU,329167,A1106504,A11,A1106,10.0,8.0,24.0,33.0,21.0,12.0,0.0,2
5149,THU,329178,A0516201,A05,A0516,120.0,90.0,0.0,0.0,1.0,1.0,0.0,30
5150,THU,329213,A1108104,A11,A1108,444.0,333.0,0.0,1.0,0.0,0.0,0.0,111
5151,THU,329370,A1014101,A10,A1014,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
5152,THU,329372,A1014203,A10,A1014,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
5153,THU,329494,A0724202,A07,A0724,60.0,45.0,0.0,0.0,3.0,1.0,0.0,15
5154,THU,330134,A0233201,A02,A0233,800.0,600.0,1.0,0.0,1.0,0.0,0.0,200
5155,THU,330155,A0327503,A03,A0327,400.0,300.0,0.0,0.0,1.0,1.0,0.0,100
5156,THU,330435,A0509402,A05,A0509,168.0,126.0,0.0,1.0,0.0,0.0,0.0,42
5157,THU,330569,A0711302,A07,A0711,102.0,77.0,0.0,0.0,1.0,0.0,0.0,25
5158,THU,330571,A0711301,A07,A0711,103.0,77.0,0.0,1.0,0.0,0.0,0.0,26
5159,THU,330661,A0802104,A08,A0802,80.0,60.0,2.0,1.0,6.0,0.0,0.0,20
5160,THU,330702,A1109402,A11,A1109,10.0,8.0,0.0,1.0,1.0,4.0,0.0,2
5161,THU,330766,A0241302,A02,A0241,120.0,90.0,0.0,0.0,1.0,0.0,0.0,30
5162,THU,330782,H0205108,H02,H0205,1680.0,840.0,2.0,0.0,10.0,1.0,0.0,840
5163,THU,330802,A0525202,A05,A0525,126.0,95.0,0.0,1.0,0.0,0.0,0.0,31
5164,THU,330857,A0622403,A06,A0622,168.0,126.0,1.0,0.0,0.0,0.0,0.0,42
5165,THU,330863,A1002502,A10,A1002,800.0,600.0,0.0,1.0,6.0,2.0,0.0,200
5166,THU,330871,A1002404,A10,A1002,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1
5167,THU,330872,A1010304,A10,A1010,600.0,450.0,0.0,2.0,4.0,0.0,0.0,150
5168,THU,331523,A0119101,A01,A0119,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
5169,THU,331542,A0407304,A04,A0407,120.0,90.0,2.0,1.0,2.0,1.0,0.0,30
5170,THU,331656,A0210206,A02,A0210,210.0,158.0,0.0,1.0,0.0,0.0,0.0,52
5171,THU,331825,A0108302,A01,A0108,252.0,189.0,1.0,1.0,0.0,1.0,0.0,63
5172,THU,331933,A0802202,A08,A0802,88.0,66.0,2.0,0.0,1.0,3.0,0.0,22
5173,THU,332010,A0206202,A02,A0206,96.0,72.0,0.0,1.0,1.0,0.0,0.0,24
5174,THU,332095,A0209301,A02,A0209,96.0,72.0,0.0,1.0,0.0,0.0,0.0,24
5175,THU,332101,A0211403,A02,A0211,90.0,68.0,0.0,0.0,1.0,2.0,0.0,22
5176,THU,332187,A1028103,A10,A1028,10.0,8.0,1.0,3.0,0.0,4.0,0.0,2
5177,THU,332216,A0118201,A01,A0118,80.0,60.0,1.0,0.0,1.0,0.0,0.0,20
5178,THU,332217,A0118202,A01,A0118,80.0,60.0,0.0,1.0,0.0,0.0,0.0,20
5179,THU,332259,A0101202,A01,A0101,96.0,72.0,6.0,3.0,1.0,3.0,0.0,24
5180,THU,332321,A0936401,A09,A0936,800.0,600.0,2.0,0.0,0.0,0.0,0.0,200
5181,THU,332371,A0314503,A03,A0314,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5182,THU,332387,A0216406,A02,A0216,320.0,240.0,0.0,1.0,0.0,0.0,0.0,80
5183,THU,332532,A0828104,A08,A0828,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
5184,THU,332758,A0114301,A01,A0114,400.0,300.0,4.0,1.0,2.0,2.0,0.0,100
5185,THU,332781,A0420104,A04,A0420,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5186,THU,332782,A0420301,A04,A0420,800.0,600.0,1.0,1.0,2.0,0.0,0.0,200
5187,THU,332794,A0420504,A04,A0420,800.0,600.0,0.0,1.0,0.0,0.0,0.0,200
5188,THU,332862,A0633104,A06,A0633,192.0,144.0,1.0,0.0,0.0,0.0,0.0,48
5189,THU,332894,A0337506,A03,A0337,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5190,THU,332895,A0337505,A03,A0337,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5191,THU,332896,A0337108,A03,A0337,800.0,600.0,3.0,1.0,2.0,0.0,0.0,200
5192,THU,332898,A0337502,A03,A0337,800.0,600.0,0.0,2.0,2.0,0.0,0.0,200
5193,THU,332917,A0503404,A05,A0503,288.0,216.0,5.0,6.0,12.0,9.0,0.0,72
5194,THU,332941,A1017403,A10,A1017,96.0,72.0,3.0,8.0,1.0,1.0,0.0,24
5195,THU,332943,A1013503,A10,A1013,222.0,167.0,2.0,0.0,1.0,0.0,0.0,55
5196,THU,332949,A0431203,A04,A0431,114.0,86.0,0.0,0.0,1.0,1.0,0.0,28
5197,THU,334635,A0941404,A09,A0941,1200.0,900.0,0.0,0.0,1.0,0.0,0.0,300
5198,THU,334636,A0941501,A09,A0941,1440.0,1080.0,0.0,0.0,1.0,2.0,0.0,360
5199,THU,334651,B0311704,B03,B0311,200.0,100.0,1.0,0.0,0.0,0.0,0.0,100
5200,THU,334697,A0235104,A02,A0235,72.0,54.0,1.0,0.0,0.0,0.0,0.0,18
5201,THU,334910,A0319204,A03,A0319,800.0,600.0,0.0,0.0,1.0,0.0,0.0,200
5202,THU,334913,A0324507,A03,A0324,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5203,THU,334932,A0318204,A03,A0318,800.0,600.0,1.0,0.0,0.0,0.0,0.0,200
5204,THU,334947,A0317207,A03,A0317,280.0,210.0,0.0,0.0,1.0,2.0,0.0,70
5205,THU,334952,A0328203,A03,A0328,240.0,180.0,0.0,0.0,1.0,1.0,0.0,60
5206,THU,335060,B0311306,B03,B0311,59.0,29.0,0.0,0.0,3.0,6.0,0.0,30
5207,THU,335132,A0226108,A02,A0226,400.0,300.0,0.0,0.0,0.0,1.0,0.0,100
5208,THU,335344,A0929401,A09,A0929,0.0,0.0,4.0,1.0,12.0,2.0,0.0,1
5209,THU,335345,A1007502,A10,A1007,0.0,0.0,3.0,9.0,2.0,3.0,0.0,1
5210,THU,335346,A1011303,A10,A1011,180.0,135.0,3.0,2.0,6.0,0.0,0.0,45
5211,THU,335347,R0614102,R06,R0614,1200.0,600.0,11.0,56.0,18.0,5.0,0.0,600
5212,THU,335349,A1002203,A10,A1002,180.0,135.0,2.0,22.0,7.0,4.0,0.0,45
5213,THU,335351,A1017504,A10,A1017,144.0,108.0,0.0,1.0,2.0,1.0,0.0,36
5214,THU,335359,A0718404,A07,A0718,144.0,108.0,0.0,0.0,1.0,0.0,0.0,36
5215,THU,335679,A0405402,A04,A0405,240.0,180.0,1.0,1.0,14.0,1.0,0.0,60
5216,THU,335726,A0204106,A02,A0204,120.0,90.0,1.0,0.0,0.0,0.0,0.0,30
5217,THU,335727,A0202108,A02,A0202,120.0,90.0,2.0,0.0,2.0,2.0,0.0,30
5218,THU,335859,A0519101,A05,A0519,84.0,63.0,2.0,0.0,0.0,0.0,0.0,21
5219,THU,335863,R0509103,R05,R0509,1398.0,699.0,12.0,7.0,16.0,9.0,0.0,699
5220,THU,335864,A0615401,A06,A0615,72.0,54.0,4.0,4.0,4.0,1.0,0.0,18
5221,THU,335865,A0605201,A06,A0605,84.0,63.0,0.0,0.0,1.0,0.0,0.0,21
5222,THU,335866,A0605103,A06,A0605,56.0,42.0,0.0,0.0,0.0,1.0,0.0,14
5223,THU,335949,A1010103,A10,A1010,360.0,270.0,0.0,2.0,0.0,0.0,0.0,90
5224,THU,335952,A1011301,A10,A1011,360.0,270.0,0.0,3.0,0.0,0.0,0.0,90
5225,THU,336251,A0234203,A02,A0234,480.0,360.0,3.0,0.0,0.0,0.0,0.0,120
5226,THU,336262,A0232202,A02,A0232,80.0,60.0,1.0,0.0,1.0,0.0,0.0,20
5227,THU,336264,A0207301,A02,A0207,480.0,360.0,1.0,2.0,0.0,0.0,0.0,120
5228,THU,336267,A0232303,A02,A0232,240.0,180.0,0.0,1.0,0.0,2.0,0.0,60
5229,THU,336269,A0232403,A02,A0232,360.0,270.0,1.0,3.0,0.0,0.0,0.0,90
5230,THU,336270,A0232204,A02,A0232,180.0,135.0,1.0,0.0,1.0,0.0,0.0,45
5231,THU,336323,A0335307,A03,A0335,200.0,150.0,0.0,1.0,0.0,0.0,0.0,50
5232,THU,336330,A0344202,A03,A0344,300.0,225.0,0.0,1.0,0.0,1.0,0.0,75
5233,THU,336335,A0234504,A02,A0234,800.0,600.0,1.0,0.0,0.0,0.0,0.0,200
5234,THU,336443,A0423503,A04,A0423,96.0,72.0,3.0,0.0,0.0,0.0,0.0,24
5235,THU,336479,A0316504,A03,A0316,800.0,600.0,0.0,0.0,0.0,1.0,0.0,200
5236,THU,336568,A0613103,A06,A0613,96.0,72.0,0.0,10.0,0.0,0.0,0.0,24
5237,THU,336570,A0613203,A06,A0613,96.0,72.0,1.0,0.0,0.0,0.0,0.0,24
5238,THU,336603,A0202405,A02,A0202,240.0,180.0,0.0,1.0,0.0,1.0,0.0,60
5239,THU,336642,A0304208,A03,A0304,200.0,150.0,0.0,0.0,0.0,5.0,0.0,50
5240,THU,336662,A0705304,A07,A0705,109.0,82.0,1.0,0.0,0.0,0.0,0.0,27
5241,THU,336753,A0711504,A07,A0711,80.0,60.0,0.0,0.0,1.0,0.0,0.0,20
5242,THU,336755,A0744503,A07,A0744,72.0,54.0,0.0,1.0,0.0,0.0,0.0,18
